Private School Name,State Name [Private School] Latest available year,Phone Number [Private School] 2009-10,Mailing Address [Private School] 2009-10,City [Private School] 2009-10,State Abbr [Private School] Latest available year,ZIP [Private School] 2009-10
ACCELERATED SCHOOLS OF OVERLAND PARK,KANSAS,9133416666,10713 BARKLEY ST,OVERLAND PARK,KS ,66211
ACCESS ACADEMY,NORTH CAROLINA,7045214977,PO BOX 19649,CHARLOTTE,NC ,28219
ACCESS SCHOOLS,ARKANSAS,5012178600,10618 BRECKENRIDGE DR,LITTLE ROCK,AR ,72211
ACCOTINK ACADEMY,FLORIDA,9042734267,171 CANAL BLVD,PONTE VEDRA,FL ,32082
ACCOTINK ACADEMY,VIRGINIA,7034518041,8519 TUTTLE RD,SPRINGFIELD,VA ,22152
ACCOTINK ALTERNATIVE LEARNING CENTER,VIRGINIA,7036449072,6228 ROLLING RD F,SPRINGFIELD,VA ,22152
ACE ACADEMY,TEXAS,5122064070,3801 N CAPITAL OF TEXAS HWY E240-158,AUSTIN,TX ,78746
ACE SCHOOL,CALIFORNIA,7075270183,2911 CLEVELAND AVE,SANTA ROSA,CA ,95403
ACHIEVE KIDS,CALIFORNIA,4089285777,1212 MCGINNESS AVE,SAN JOSE,CA ,95127
ACHIEVE KIDS,CALIFORNIA,6504941200,3860 MIDDLEFIELD RD,PALO ALTO,CA ,94303
ACHIEVEMENT ACADEMY OF MONROE,TENNESSEE,4234201821,380 OAK GROVE RD,MADISONVILLE,TN ,37354
ACHIEVEMENT CENTER (THE),FLORIDA,9413653330,1999 LINCOLN DR STE 201,SARASOTA,FL ,34236
ACHIEVER CHRISTIAN SCHOOL,CALIFORNIA,4082646789,540 SANDS DR,SAN JOSE,CA ,95125
ACHIEVER'S CHRISTIAN ACADEMY,FLORIDA,3869384011,PO BOX 456,JENNINGS,FL ,32053
ACHIEVERS ACADEMY HIGH SCHOOL,FLORIDA,3057591999,PO BOX 530128,MIAMI SHORES,FL ,33153
ACHIEVERS CENTER FOR EDUCATION,TEXAS,2106907359,5084 DEZAVALA,SAN ANTONIO,TX ,78249
ACLD TILLOTSON SCHOOL,PENNSYLVANIA,4123252477,4900 GIRARD RD,PITTSBURGH,PA ,15227
ACORN HILL WALDORF KINDERGARTEN & NURSERY,MARYLAND,3015652282,9504 BRUNETT AVE,SILVER SPRING,MD ,20901
ACORN LEARNING CENTER,CALIFORNIA,9257357900,5075 CROW CANYON RD,SAN RAMON,CA ,94582
ACORN MONTESSORI SCHOOL,NEW JERSEY,9087308986,1222 STATE ROUTE 31,LEBANON,NJ ,08833
ACORN SCHOOL INC,NEW HAMPSHIRE,6037788285,PO BOX 570,STRATHAM,NH ,03885
ACT 1 EDUCATION CENTER,OHIO,3302279550,PO BOX 319,ROGERS,OH ,44455
ACTION BASED ENTERPRISES SCHOOL,RHODE ISLAND,4017675959,PO BOX 19038,JOHNSTON,RI ,02919
ACTION MONTESSORI ACADEMY,GEORGIA,7708798331,5580 ROCKBRIDGE RD,STONE MOUNTAIN,GA ,30088
ACTS ACADEMY,ALABAMA,3347560674,316 FOB JAMES DR,VALLEY,AL ,36854
ACTS CHRISTIAN ACADEMY,NEW MEXICO,5053265149,2600 SULLIVAN AVE,FARMINGTON,NM ,87401
ACTS CHRISTIAN ACADEMY,CALIFORNIA,5105683333,1034 66TH AVE,OAKLAND,CA ,94621
AD FONTAS ACADEMY,VIRGINIA,5712653143,PO BOX 916,CENTREVILLE,VA ,20122
ADA CHRISTIAN SCHOOL,MICHIGAN,6166761289,6206 ADA DR SE,ADA,MI ,49301
ADAMS COUNTY CHRISTIAN ACADEMY,PENNSYLVANIA,7173349177,1865 BIGLERVILLE RD,GETTYSBURG,PA ,17325
ADAMS COUNTY CHRISTIAN SCHOOL,OHIO,9372174171,187 WILLOW DR,WEST UNION,OH ,45693
ADAMS COUNTY CHRISTIAN SCHOOL,MISSISSIPPI,6014421422,300 CHINQUAPIN LN,NATCHEZ,MS ,39120
ADAMS MONTESSORI SCHOOL,MASSACHUSETTS,6177738200,310 ADAMS ST,QUINCY,MA ,02169
ADAMS PROTESTANT REFORMED CHRISTIAN SCHOOL,MICHIGAN,6165310748,5539 BYRON CENTER AVE SW,WYOMING,MI ,49519
ADAT ARI EL DAY SCHOOL,CALIFORNIA,8187664992,12020 BURBANK BLVD,VALLEY VILLAGE,CA ,91607
ADAT Y'SHUA ACADEMY - WOODLAND HILLS,CALIFORNIA,8182220200,PO BOX 814,WOODLAND HILLS,CA ,91365
ADDA CLEVENGER JR PREPARATORY & THEATER SCHOOL,CALIFORNIA,4156811140,1577 34TH AVE,SAN FRANCISCO,CA ,94122
ADDLESTONE HEBREW ACADEMY,SOUTH CAROLINA,8435711105,1639 WALLENBERG BLVD,CHARLESTON,SC ,29407
ADELPHIAN JUNIOR ACADEMY,MICHIGAN,2486349481,PO BOX 208,HOLLY,MI ,48442
ADELPHOI VILLAGE ACADEMY AT GALLATIN,PENNSYLVANIA,7255642860,25 S MAIN ST,FAIRCHANCE,PA ,15436
ADMIRAL FARRAGUT ACADEMY,FLORIDA,7273845502,501 PARK ST N,ST PETERSBURG,FL ,33710
ADMS-AUBURN DISCOVERY MONTESSORI SCHOOL,CALIFORNIA,5308239577,PO BOX 5019,AUBURN,CA ,95604
ADOBE MONTESSORI SCHOOL,ARIZONA,4808992980,6400 W DEL RIO ST,CHANDLER,AZ ,85226
ADOLPH SCHREIBER HEBREW ACADEMY,NEW YORK,8453571515,70 HIGHVIEW RD,MONSEY,NY ,10952
ADONAI CHRISTIAN ACADEMY,NORTH CAROLINA,8282544203,119 CUMBERLAND AVE,ASHEVILLE,NC ,28801
ADONAI TRUE VINE ACADEMY,FLORIDA,8505810300,PO BOX 497,MARY ESTHER,FL ,32569
ADVANCE LEARNING CENTER,GEORGIA,9128825327,PO BOX 2598,KINGSLAND,GA ,31548
ADVANCED CHRISTIAN TRAINING,CALIFORNIA,8052390707,PO BOX 97,PASO ROBLES,CA ,93447
ADVENT EPISCOPAL DAY SCHOOL,ALABAMA,2052522535,2019 6TH AVE N,BIRMINGHAM,AL ,35203
ADVENT HOME LEARNING CENTER,TENNESSEE,4233365052,900 COUNTY ROAD 950,CALHOUN,TN ,37309
ADVENT LUTHERAN ELEMENTARY SCHOOL,MARYLAND,4108384892,2230 ROCK SPRING RD,FOREST HILL,MD ,21050
ADVENT LUTHERAN SCHOOL,FLORIDA,5613953631,300 NE 51ST ST,BOCA RATON,FL ,33431
ADVENT SCHOOL,MASSACHUSETTS,6177420520,15 BRIMMER ST,BOSTON,MA ,02108
ADVENTIST CHRISTIAN ACADEMY,NORTH CAROLINA,7043664351,4601 EMORY LN,CHARLOTTE,NC ,28211
ADVENTIST CHRISTIAN ACADEMY,NORTH CAROLINA,9192331300,4805 DILLARD DR,RALEIGH,NC ,27606
ADVENTIST CHRISTIAN ACADEMY OF TEXAS,TEXAS,9367565078,3601 S LOOP 336 E,CONROE,TX ,77301
ADVENTIST CHRISTIAN ELEMENTARY,INDIANA,8123309181,2230 N MARTHA ST,BLOOMINGTON,IN ,47408
ADVENTIST CHRISTIAN SCHOOL,COLORADO,9703532770,612 23RD AVE,GREELEY,CO ,80634
ADVENTIST CHRISTIAN SCHOOL,CALIFORNIA,5306737645,369 HARDING RD,YUBA CITY,CA ,95993
ADVENTIST CHRISTIAN SCHOOL,OREGON,5418824151,2499 MAIN ST,KLAMATH FALLS,OR ,97601
ADVENTIST CHRISTIAN SCHOOL,MINNESOTA,2188469764,404 RICHWOOD RD,DETROIT LAKES,MN ,56501
ADVENTIST CHRISTIAN SCHOOL,NORTH CAROLINA,9104846091,PO BOX 64397,FAYETTEVILLE,NC ,28306
ADVENTIST CHRISTIAN SCHOOL,CALIFORNIA,7603758673,555 W LAS FLORES AVE,RIDGECREST,CA ,93555
ADVENTIST JUNIOR ACADEMY,WISCONSIN,9204942741,1422 SHAWANO AVE,GREEN BAY,WI ,54303
ADVENTIST MALAMA ELEMENTARY SCHOOL,HAWAII,8086963988,86-072 FARRINGTON HWY,WAIANAE,HI ,96792
ADVENTIST UNION SCHOOL,CALIFORNIA,5628670718,15548 SANTA ANA AVE,BELLFLOWER,CA ,90706
ADVENTURE CENTER,MICHIGAN,7344340505,2111 GOLFSIDE DR,YPSILANTI,MI ,48197
ADVENTURE CHRISTIAN ACADEMY,FLORIDA,3527424543,3800 STATE ROAD 19,TAVARES,FL ,32778
ADVENTURE CHRISTIAN SCHOOL,CALIFORNIA,9167812986,6401 STANFORD RANCH RD B,ROSEVILLE,CA ,95678
ADVENTURE DAYS PRESCHOOL,CALIFORNIA,8585605686,10881 TIERRASANTA BLVD,SAN DIEGO,CA ,92124
ADVENTURE MONTESSORI ACADEMY,CALIFORNIA,5104894191,4101 PLEIADES PL,UNION CITY,CA ,94587
ADVENTURE MONTESSORI LEARNING INC,COLORADO,3032558151,12121 PENNSYLVANIA ST,THORNTON,CO ,80241
ADVENTURE PLANET MONTESSORI LEARNING CENTER,CALIFORNIA,8188871045,6104 FALLBROOK AVE,WOODLAND HILLS,CA ,91367
ADVENTURE PRESCHOOL & WINDWOOD CHRISTIAN ACADEMY,TEXAS,2813784080,10555 SPRING CYPRESS RD,HOUSTON,TX ,77070
ADVENTURES IN LEARNING,NEW HAMPSHIRE,6034324044,18 ROCKINGHAM RD,LONDONDERRY,NH ,03053
ADVENTURES IN LEARNING,CALIFORNIA,8183604866,12111 BALBOA BLVD,GRANADA HILLS,CA ,91344
ADVOSERV,DELAWARE,3028347018,4185 KIRKWOOD ST GEORGES RD,BEAR,DE ,19701
AFRICA-CARE ACADEMY,TEXAS,2149411511,724 W 10TH ST,DALLAS,TX ,75208
AFRICAN CHILDREN ADVANCED LEARNING CENTER,CALIFORNIA,5109230164,959 33D,OAKLAND,CA ,94608
AFTON CHRISTIAN SCHOOL,VIRGINIA,5404566853,9357 CRITZERS SHOP RD,AFTON,VA ,22920
AG MONTESSORI SCHOOL,PENNSYLVANIA,7244396116,199 EDISON ST,UNIONTOWN,PA ,15401
AGAPE ACADEMY,NEW MEXICO,5755383467,1301 N SANTA RITA ST,SILVER CITY,NM ,88061
AGAPE BOARDING SCHOOL,MISSOURI,4172767215,12998 E 1400 RD,STOCKTON,MO ,65785
AGAPE CHRISTIAN ACADEMY,OKLAHOMA,9184561393,213 W CHOCTAW ST,TAHLEQUAH,OK ,74464
AGAPE CHRISTIAN ACADEMY,FLORIDA,8639461894,PO BOX 1245,MOORE HAVEN,FL ,33471
AGAPE CHRISTIAN ACADEMY,NORTH CAROLINA,3366600455,1627 BROWERS CHAPEL RD,ASHEBORO,NC ,27205
AGAPE CHRISTIAN ACADEMY,SOUTH CAROLINA,8438464835,PO BOX 719,LOBECO,SC ,29931
AGAPE CHRISTIAN ACADEMY,FLORIDA,4072981111,2425 N HIAWASSEE RD,ORLANDO,FL ,32818
AGAPE CHRISTIAN ACADEMY & THE ARTS,GEORGIA,9125774693,3706 NORWICH ST,BRUNSWICK,GA ,31520
AGAPE CHRISTIAN HIGH SCHOOL,ILLINOIS,6189424300,PO BOX 790,ENERGY,IL ,62933
AGAPE CHRISTIAN SCHOOL,TEXAS,9408516727,5600 BURKBURNETT RD,WICHITA FALLS,TX ,76306
AGAPE CHRISTIAN SCHOOL,TEXAS,9565859773,1401 E 24TH ST,MISSION,TX ,78574
AGAPE CHRISTIAN SCHOOL,IDAHO,2087343693,181 MORRISON ST,TWIN FALLS,ID ,83301
AGAPE CORNER SCHOOL,NORTH CAROLINA,9196820546,PO BOX 16027,DURHAM,NC ,27704
AGAPE GARDEN MONTESSORI SCHOOL,INDIANA,7658687250,804 S PURDUM ST,KOKOMO,IN ,46901
AGAPE JR ACADEMY,GEORGIA,6783780883,263 JACKSON ST,LAWRENCEVILLE,GA ,30045
AGAPE LEARNING CENTER,INDIANA,7655298774,3200 S 14TH ST,NEW CASTLE,IN ,47362
AGAPE MONTESSORI SCHOOL,CALIFORNIA,6264507686,9537 TELSTAR AVE,EL MONTE,CA ,91731
AGAPE SCHOOL FOR GIRLS,WISCONSIN,2623945043,PO BOX 68,WALWORTH,WI ,53184
AGAPE SCHOOL OF CHRISTIAN EDUCATION,CALIFORNIA,8056149292,109 W FESLER ST,SANTA MARIA,CA ,93458
AGAPE' ACADEMY & CHILD DEVELOPMENT CENTER,MISSOURI,3147255262,7400 OLIVE BLVD,SAINT LOUIS,MO ,63130
AGAPELAND CHILD CARE CENTER,NEW JERSEY,7327277999,2707 MAIN ST,SAYREVILLE,NJ ,08872
AGAPELAND CHILDREN'S GARDEN,PENNSYLVANIA,7244626566,500 DUTCH RIDGE RD,BEAVER,PA ,15009
AGAPELAND CHRISTIAN ACADEMY,CALIFORNIA,6613254321,1030 4TH ST,BAKERSFIELD,CA ,93304
AGASSIZ EDUCATION,MINNESOTA,2188236822,532 PACIFIC AVE,SAINT VINCENT,MN ,56755
AGATHOS SCHOOL OF COLUMBIA,TENNESSEE,9313880556,1201 MAPLEASH AVE,COLUMBIA,TN ,38401
AGBU MANOOGIAN-DEMIRDJIAN SCHOOL,CALIFORNIA,8188832428,6844 OAKDALE AVE,CANOGA PARK,CA ,91306
AGES & STAGES,NEW HAMPSHIRE,6033296122,499 MAIN ST,HAMPSTEAD,NH ,03841
AGGIELAND COUNTRY SCHOOL,TEXAS,9796961674,1500 QUAIL RUN,COLLEGE STATION,TX ,77845
AGH CENTER FOR CHILDREN,PENNSYLVANIA,4122310250,621 E NORTH AVE,PITTSBURGH,PA ,15212
AGIA SOPHIA ACADEMY,OREGON,5036414600,14485 SW WALKER RD,BEAVERTON,OR ,97006
AGNES IRWIN SCHOOL,PENNSYLVANIA,6105258400,275 S ITHAN AVE,BRYN MAWR,PA ,19010
AGNES MEMORIAL CHRISTIAN ACADEMY,CALIFORNIA,5105331101,2372 INTERNATIONAL BLVD,OAKLAND,CA ,94601
AGNON SCHOOL,OHIO,2164644055,26500 SHAKER BLVD,BEACHWOOD,OH ,44122
AHABA VE AHAVA,NEW YORK,7183763140,2001 E 7TH ST,BROOKLYN,NY ,11223
AHB COMMUNITY SCHOOL,TEXAS,5122995487,600 E 50TH ST,AUSTIN,TX ,78751
AHOSKIE CHRISTIAN SCHOOL,NORTH CAROLINA,2523322764,500 KIWANIS ST,AHOSKIE,NC ,27910
AHRC MIDDLE/HIGH SCHOOL,NEW YORK,7182594265,1201 66TH ST,BROOKLYN,NY ,11219
AHRENS CHILD CARE CENTER,CALIFORNIA,9097938601,201 N UNIVERSITY ST,REDLANDS,CA ,92374
AHSERY,OHIO,,9151 TOWNSHIP ROAD 652,FREDERICKSBURG,OH ,44627
AHWATUKEE FOOTHILLS MONTESSORI,ARIZONA,4807593810,3221 E CHANDLER BLVD,PHOENIX,AZ ,85048
AIDAN MONTESSORI SCHOOL,DISTRICT OF COLUMBIA,2023872700,2700 27TH ST NW,WASHINGTON,DC ,20008
AIKEN CHRISTIAN SCHOOL,SOUTH CAROLINA,8036420286,142 TALATHA CHURCH RD,AIKEN,SC ,29803
AIKEN PREPARATORY SCHOOL,SOUTH CAROLINA,8036483223,619 BARNWELL AVE NW,AIKEN,SC ,29801
AIU HIGH SCHOOL,FLORIDA,3059408855,16695 NE 10TH AVE,NORTH MIAMI BEACH,FL ,33162
AKA'ULA SCHOOL,HAWAII,8085676981,PO BOX 2098,KAUNAKAKAI,HI ,96748
AKERS ACADEMY,GEORGIA,7708890788,830 OLD ALPHARETTA RD,ALPHARETTA,GA ,30005
AKIBA ACADEMY OF DALLAS,TEXAS,2142953400,12324 MERIT DR,DALLAS,TX ,75251
AKIBA-SCHECHTER JEWISH DAY SCHOOL,ILLINOIS,7734938880,5235 S CORNELL AVE,CHICAGO,IL ,60615
AKIVA ACADEMY,OHIO,3307470452,505 GYPSY LN,YOUNGSTOWN,OH ,44504
AKIVA SCHOOL,TENNESSEE,6153561880,809 PERCY WARNER BLVD,NASHVILLE,TN ,37205
AKRON MONTESSORI SCHOOL,OHIO,3306664299,3882 BYWOOD AVE,FAIRLAWN,OH ,44333
AKTIV LEARNING ACADEMY,FLORIDA,7862937000,13404 SW 153RD TER APT 2005,MIAMI,FL ,33177
AL AQSA ISLAMIC ACADEMY,PENNSYLVANIA,2157656660,1501 GERMANTOWN AVE,PHILADELPHIA,PA ,19122
AL FATIH ACADEMY,VIRGINIA,7034379382,21606 STONETREE CT STE 100,STERLING,VA ,20166
AL GHAZALY SCHOOL,NEW JERSEY,2014335002,17 PARK ST,JERSEY CITY,NJ ,07304
AL HUDA ACADEMY,ILLINOIS,6302703130,435 SPRINGSOUTH RD,SCHAUMBURG,IL ,60193
AL HUDA ISLAMIC SCHOOL,ARIZONA,5206248182,2800 E RIVER RD,TUCSON,AZ ,85718
AL IHSAN SCHOOL,OHIO,2166765006,4600 ROCKY RIVER DR,CLEVELAND,OH ,44135
AL IKHLAS TRAINING ACADEMY,MICHIGAN,3133690880,17272 MOUNT ELLIOTT ST,DETROIT,MI ,48212
AL MADINAH SCHOOL,CALIFORNIA,3232965961,3510 EXPOSITION BLVD,LOS ANGELES,CA ,90018
AL MADRASA AL ISLAMIYA,NEW YORK,7185673334,5224 3RD AVE,BROOKLYN,NY ,11220
AL MOSHEH SHULE OF POSITIVE ED,PENNSYLVANIA,2157656462,1931 PAGE ST,PHILADELPHIA,PA ,19121
AL NUR SCHOOL,TEXAS,8888856688,15203 BELLAIRE BLVD,HOUSTON,TX ,77083
AL YAQEEN ACADEMY,CONNECTICUT,2035918504,PO BOX 1873,WATERBURY,CT ,06722
AL-AMAL SCHOOL,MINNESOTA,7635718886,1401 GARDENA AVE NE,FRIDLEY,MN ,55432
AL-ARQAM ISLAMIC SCHOOL,CALIFORNIA,9163913333,6990 65TH ST,SACRAMENTO,CA ,95823
AL-FURQAN ACADEMY,FLORIDA,9046450810,2333 SAINT JOHNS BLUFF RD S,JACKSONVILLE,FL ,32246
AL-HAMRA ACADEMY,MASSACHUSETTS,5088457000,435 SOUTH ST,SHREWSBURY,MA ,01545
AL-HEDAYAH ACADEMY,TEXAS,8172656667,8601 RANDOL MILL RD,FORT WORTH,TX ,76120
AL-HIKMAH ELEMENTARY SCHOOL,NEW JERSEY,9737904700,278 N 8TH ST,PROSPECT PARK,NJ ,07508
AL-HUDA ISLAMIC SCHOOL,CALIFORNIA,3109730500,12227 HAWTHORNE WAY,HAWTHORNE,CA ,90250
AL-HUDA SCHOOL,NEW JERSEY,9737427474,154 ELLISON ST,PATERSON,NJ ,07505
AL-HUDA SCHOOL,MARYLAND,3019822402,5301 EDGEWOOD RD,COLLEGE PARK,MD ,20740
AL-IHSAN ACADEMY,NEW YORK,7183223154,13008 ROCKAWAY BLVD,SOUTH OZONE PARK,NY ,11420
AL-IHSAN ACADEMY,MICHIGAN,3135846448,14350 TIREMAN ST,DETROIT,MI ,48228
AL-IMAN ACADEMY OF MOBILE,ALABAMA,2516056745,63 EAST DR,MOBILE,AL ,36608
AL-IMAN SCHOOL,NEW YORK,7182976520,8989 VAN WYCK EXPY,JAMAICA,NY ,11435
AL-IMAN SCHOOL,NORTH CAROLINA,9198211699,3020 LIGON ST,RALEIGH,NC ,27607
AL-MADINAH SCHOOL,NEW YORK,7182224986,383 3RD AVE,BROOKLYN,NY ,11215
AL-MAMOOR SCHOOL,NEW YORK,7187390902,8537 168TH ST,JAMAICA,NY ,11432
AL-MUSLIMAAT ACADEMY,NEW JERSEY,9733759262,35 FINLAY PL,NEWARK,NJ ,07106
AL-NOOR ACADEMY,MASSACHUSETTS,5082617077,20 CHURCH ST,MANSFIELD,MA ,02048
AL-NOOR SCHOOL,NEW YORK,7187687181,675 4TH AVE,BROOKLYN,NY ,11232
AL-QALAM SCHOOL OF VIRGINIA,VIRGINIA,7039246000,6666 COMMERCE ST,SPRINGFIELD,VA ,22150
AL-RAHMAH SCHOOL,MARYLAND,4107190921,6631 JOHNNYCAKE RD,BALTIMORE,MD ,21244
AL-RIDAH ACADEMY,CALIFORNIA,9499510442,23581 MADERO STE 104,MISSION VIEJO,CA ,92691
AL-SALAM DAY SCHOOL,MISSOURI,6363948986,519 WEIDMAN RD,BALLWIN,MO ,63011
ALABAMA CHRISTIAN ACADEMY,ALABAMA,3342771985,4700 WARES FERRY RD,MONTGOMERY,AL ,36109
ALABAMA CLINICAL SCHOOLS,ALABAMA,2058369923,1221 ALTON DR,BIRMINGHAM,AL ,35210
ALABAMA WALDORF SCHOOL,ALABAMA,2055920541,1220 50TH ST S,BIRMINGHAM,AL ,35222
ALAMANCE CHRISTIAN SCHOOL,NORTH CAROLINA,3365780318,PO BOX 838,GRAHAM,NC ,27253
ALAMEDA CHRISTIAN SCHOOL,CALIFORNIA,5105231000,2226 PACIFIC AVE,ALAMEDA,CA ,94501
ALAN E ZIMMER CHABAD PRESCHOOL,NEW JERSEY,9086048844,3048 VALLEY RD,BASKING RIDGE,NJ ,07920
ALAZHAR SCHOOL,FLORIDA,9547221555,7201 W MCNAB RD,TAMARAC,FL ,33321
ALBANY ACADEMIES,NEW YORK,5184292300,135 ACADEMY RD,ALBANY,NY ,12208
ALBANY CHRISTIAN SCHOOL,OREGON,5419281110,420 3RD AVE SE,ALBANY,OR ,97321
ALBANY HILLS SCHOOL,WISCONSIN,7156725976,W2299 COUNTY ROAD T,DURAND,WI ,54736
ALBANY JCC,NEW YORK,5186890039,340 WHITEHALL RD,ALBANY,NY ,12208
ALBANY'S JACK & JILL NURSERY & KINDERGARTEN,GEORGIA,2298832136,431 JEFFERIES AVE,ALBANY,GA ,31701
ALBEMARLE SCHOOL,NORTH CAROLINA,2523380883,1210 US HIGHWAY 17 S,ELIZABETH CITY,NC ,27909
ALBERT EINSTEIN ACADEMY,DELAWARE,3024785026,101 GARDEN OF EDEN RD,WILMINGTON,DE ,19803
ALBERTUS MAGNUS HIGH SCHOOL,NEW YORK,8456238842,798 ROUTE 304,BARDONIA,NY ,10954
ALBINA YOUTH OPPORTUNITY SCHOOL,OREGON,5032885813,3710 N MISSISSIPPI AVE,PORTLAND,OR ,97227
ALBRIGHT LEARNING CENTER,PENNSYLVANIA,6109219324,3040 KUTZTOWN RD,READING,PA ,19605
ALBUQUERQUE ACADEMY,NEW MEXICO,5058283207,6400 WYOMING BLVD NE,ALBUQUERQUE,NM ,87109
ALBUQUERQUE CHRISTIAN SCHOOL,NEW MEXICO,5058720777,7201B MONTGOMERY BLVD NE,ALBUQUERQUE,NM ,87109
ALCOTT SCHOOL,NEW YORK,9146934443,535 BROADWAY,DOBBS FERRY,NY ,10522
ALCOTT SCHOOL,NEW YORK,9144724404,27 CRANE RD,SCARSDALE,NY ,10583
ALCUIN MONTESSORI SCHOOL,ILLINOIS,7083661882,324 N OAK PARK AVE,OAK PARK,IL ,60302
ALCUIN SCHOOL,WASHINGTON,2062860771,216 W BOSTON ST,SEATTLE,WA ,98119
ALCY SDA JR ACADEMY,TENNESSEE,9017753960,1325 E ALCY RD,MEMPHIS,TN ,38106
ALDAR ACADEMY,CALIFORNIA,9164859685,4436 ENGLE RD,SACRAMENTO,CA ,95821
ALDEA MONTESSORI,ARIZONA,6024850276,15639 N 40TH ST,PHOENIX,AZ ,85032
ALDEA SCHOOL,CALIFORNIA,7072245510,PO BOX 841,NAPA,CA ,94559
ALDERBROOK SCHOOL,MICHIGAN,2485415700,1025 N SHERMAN DR,ROYAL OAK,MI ,48067
ALDERSGATE ACADEMY,FLORIDA,3866684774,51 MAIN ST,ENTERPRISE,FL ,32725
ALDERSGATE CHILD DEVELOPMENT CENTER,SOUTH CAROLINA,8642685028,7 SHANNON DR,GREENVILLE,SC ,29615
ALDERSGATE CHRISTIAN ACADEMY,OHIO,5137636655,1810 YOUNG ST,CINCINNATI,OH ,45202
ALEDO CHRISTIAN SCHOOL,TEXAS,8174417357,PO BOX 117,ALEDO,TX ,76008
ALEF BET MONTESSORI SCHOOL,MARYLAND,3018819010,11418 OLD GEORGETOWN RD,NORTH BETHESDA,MD ,20852
ALEGRIA MONTESSORI SCHOOL,FLORIDA,7278661901,3200 58TH AVE S,ST PETERSBURG,FL ,33712
ALEPH-BET JEWISH DAY SCHOOL,MARYLAND,4102639044,1125 SPA RD,ANNAPOLIS,MD ,21403
ALETHEIA CHRISTIAN ACADEMY,FLORIDA,8509690088,1700 WOODCHUCK AVE,PENSACOLA,FL ,32504
ALETHEIA CHRISTIAN SCHOOL & DAYCARE CENTER,DELAWARE,3027377048,91 SALEM CHURCH RD,NEWARK,DE ,19713
ALETHEIA SCHOOL,ILLINOIS,3096359809,2223 W HEADING AVE,WEST PEORIA,IL ,61604
ALEXANDER DAWSON SCHOOL,NEVADA,7029493600,10845 W DESERT INN RD,LAS VEGAS,NV ,89135
ALEXANDER GRAHAM BELL MONTESSORI SCHOOL,ILLINOIS,8478505490,9300 CAPITOL DR,WHEELING,IL ,60090
ALEXANDER MONTESSORI SCHOOL,FLORIDA,3056656274,6050 SW 57TH AVE,MIAMI,FL ,33143
ALEXANDER ROBERTSON SCHOOL,NEW YORK,2126636441,3 W 95TH ST,NEW YORK,NY ,10025
ALEXANDER-SMITH ACADEMY,TEXAS,7132660920,10255 RICHMOND AVE,HOUSTON,TX ,77042
ALEXANDRIA COUNTRY DAY SCHOOL,VIRGINIA,7038371309,2400 RUSSELL RD,ALEXANDRIA,VA ,22301
ALEXANDRIA COUNTRY DAY SCHOOL,LOUISIANA,3184481475,5603 BAYOU RAPIDES RD,ALEXANDRIA,LA ,71303
ALEXANDRIA FRIENDS SCHOOL,VIRGINIA,7034617222,3830 SEMINARY RD,ALEXANDRIA,VA ,22304
ALEXANDRIA MONTESSORI,OHIO,9372961995,2900 ACOSTA ST,KETTERING,OH ,45420
ALGER LEARNING CENTER & INDEPENDENCE HIGH SCHOOL,WASHINGTON,3605952630,121 ALDER DR,SEDRO WOOLLEY,WA ,98284
ALGOMA CHRISTIAN SCHOOL,MICHIGAN,6166787480,PO BOX 220,KENT CITY,MI ,49330
ALHADI SCHOOL,CALIFORNIA,3237719135,5150 GAGE AVE,BELL,CA ,90201
ALHUDA ACADEMY,MASSACHUSETTS,5088544700,PO BOX 4040 T/S,SHREWSBURY,MA ,01545
ALICE BLOUNT ACADEMY,GEORGIA,9125377758,582 MEL BLOUNT RD,VIDALIA,GA ,30474
ALICE BROWN EARLY LEARNING CENTER,NEW YORK,5168773906,1 SOUTH AVE,GARDEN CITY,NY ,11530
ALICE CHRISTIAN SCHOOL,TEXAS,3616686636,1200 N STADIUM RD,ALICE,TX ,78332
ALICE'S FRIENDLY DAYCARE CENTER,NEW JERSEY,9738178469,12 NAPOLEON ST 14,NEWARK,NJ ,07105
ALICE'S MONTESSORI LEARNING CENTER,CALIFORNIA,9259470603,3158 PUTNAM BLVD,WALNUT CREEK,CA ,94597
ALIF MUHAMMAD'S NIA SCHOOL,NEW JERSEY,9732426610,50 PARK PL LOBBY 6,NEWARK,NJ ,07102
ALISO VIEJO CHRISTIAN SCHOOL,CALIFORNIA,9493890300,1 ORION,ALISO VIEJO,CA ,92656
ALL ABOUT CHILDREN,ILLINOIS,6303572050,1260 IROQUOIS AVE STE 400,NAPERVILLE,IL ,60563
ALL ABOUT KIDS,WASHINGTON,3609667085,PO BOX 141,EVERSON,WA ,98247
ALL ABOUT KIDS,GEORGIA,7707601454,2815 HIGHWAY 212 SW,CONYERS,GA ,30094
ALL ABOUT KIDS MONTESSORI SCHOOL,ILLINOIS,6308201760,485 N COMMONS DR,AURORA,IL ,60504
ALL ANGELS ACADEMY,FLORIDA,3058889483,1801 LUDLAM DR,MIAMI SPRINGS,FL ,33166
ALL DAY LEARNING CENTERS,NEW JERSEY,9083590803,170 TOWNSHIP LINE RD # B2,HILLSBOROUGH,NJ ,08844
ALL DAY MONTESSORI,ILLINOIS,7732398248,1819 W 99TH ST,CHICAGO,IL ,60643
